"Tobacco, sales and inventories, monthly production (x 1,000) 1"
"Frequency: Monthly"
"Table: 16-10-0044-01 (formerly CANSIM 303-0062)"
"Release date: 2022-03-25"
"Geography: Canada"
""
""

"Tobacco products","Cigarettes 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geography","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Production, sales and inventories activities","January 2004","February 2004","March 2004","April 2004","May 2004","June 2004","July 2004","August 2004","September 2004","October 2004","November 2004","December 2004","January 2005","February 2005","March 2005","April 2005","May 2005","June 2005","July 2005","August 2005","September 2005","October 2005","November 2005","December 2005","January 2006","February 2006","March 2006","April 2006","May 2006","June 2006","July 2006","August 2006","September 2006","October 2006","November 2006","December 2006","January 2007","February 2007","March 2007","April 2007","May 2007","June 2007","July 2007","August 2007","September 2007","October 2007","November 2007","December 2007","January 2008","February 2008","March 2008","April 2008","May 2008","June 2008","July 2008","August 2008","September 2008","October 2008","November 2008","December 2008","January 2009","February 2009","March 2009","April 2009","May 2009","June 2009","July 2009","August 2009","September 2009","October 2009","November 2009","December 2009","January 2010","February 2010","March 2010","April 2010","May 2010","June 2010","July 2010","August 2010","September 2010","October 2010","November 2010","December 2010","January 2011","February 2011","March 2011","April 2011","May 2011","June 2011","July 2011","August 2011","September 2011","October 2011","November 2011","December 2011","January 2012","February 2012","March 2012","April 2012","May 2012","June 2012","July 2012","August 2012","September 2012","October 2012","November 2012","December 2012","January 2013","February 2013","March 2013","April 2013","May 2013","June 2013","July 2013","August 2013","September 2013","October 2013","November 2013","December 2013","January 2014","February 2014","March 2014","April 2014","May 2014","June 2014","July 2014","August 2014","September 2014","October 2014","November 2014","December 2014","January 2015","February 2015","March 2015","April 2015","May 2015","June 2015","July 2015","August 2015","September 2015","October 2015","November 2015","December 2015","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2022"
,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Production","2,932,197","2,675,718","3,208,140","3,107,788","3,185,678","3,772,473","2,562,059","3,238,115","3,694,043","3,388,046","3,801,400","2,345,731","2,967,012","3,071,744","3,364,751","3,610,165","3,004,348","3,423,538","3,073,654","3,224,215","3,282,396","3,465,835","3,140,783","2,654,662","2,302,406","2,778,209","2,499,460","2,280,742","2,160,048","2,334,257","1,799,850","1,925,677","1,891,155","1,992,399","2,081,538","1,098,942","1,340,301","1,335,121","1,111,453","1,538,435","1,951,655","1,748,191","1,215,844","1,593,183","1,405,175","1,559,976","1,785,177","1,187,291","1,461,478","1,330,264","1,443,605","1,715,296","1,912,013","1,705,120","1,270,621","1,396,651","1,883,097","1,775,924","1,672,566","1,056,168","1,581,209","1,409,088","1,660,612","1,706,208","1,763,390","1,897,136","1,186,496","1,608,292","2,049,342","2,132,535","2,177,225","1,347,957","1,748,304","1,823,877","2,084,835","2,097,143","1,992,203","2,636,636","1,856,695","2,048,491","1,937,091","1,791,801","1,930,908","1,429,117","1,832,250","1,629,084r","1,973,125","1,553,652","1,959,661","2,213,079","1,872,596","2,107,134","1,948,643","1,859,876","1,946,798","1,606,296","1,591,432","1,628,309","1,971,517","1,677,160","2,023,708","1,946,163","1,752,578","2,198,416","1,929,044","2,187,710","2,093,460","1,306,312","1,492,505","1,577,591","1,881,072","1,973,585","1,986,489","1,889,074","2,181,567","1,705,405","1,828,464","2,070,188r","2,080,455","1,383,787","1,754,133","1,788,694","1,795,956","1,901,657","2,117,545","1,983,107","2,068,158","1,525,337","1,755,396","1,794,158","1,665,171","1,200,415","1,562,457","1,502,702","1,839,530","2,070,281","1,886,848","1,890,465","1,878,719","1,661,583","1,972,663","1,866,820","1,729,625","1,320,033","1,582,372","1,539,235","1,859,628","1,902,514","2,027,894r","1,927,781","1,691,443","1,967,608","1,952,828r","1,874,073r","2,172,098","1,415,311","1,653,404","1,604,952","1,880,772","1,580,787","1,935,191r","1,925,349","1,673,252","1,846,273","1,655,521","1,970,745","2,175,761","1,166,840","1,548,314A","1,509,441A","1,850,556A,r","1,664,500A","1,822,172A","1,608,183A","1,831,275A","1,832,769A","1,677,927A","2,072,293A","2,067,643A","1,388,125A","1,840,209A","1,834,323A,r","2,068,623A,r","1,852,136A,r","1,833,948A","1,739,080A,r","1,763,322A","1,402,511A","1,920,866A","1,872,788A","1,816,321A","1,187,327A","1,189,156A","1,397,683A","1,645,246A","1,388,562A","1,351,697A","1,802,899A","1,830,227A","1,480,386A","1,694,079A","1,615,539A","1,903,043A","1,213,124A","1,652,568A","1,631,039A","1,900,095A","1,513,128A","1,408,225A","1,361,679A","1,114,317A","931,211A","1,159,061A","1,535,381A","1,497,673A","1,044,006A","1,122,392A","1,199,469A"
"Total sales","2,586,972","2,535,635","3,154,586","2,992,174","3,241,380","3,334,575","3,345,682","3,444,878","3,272,152","3,366,947","2,711,863","3,286,900","2,600,130","2,729,526","2,914,081","2,821,311","3,129,694","3,510,770","3,160,294","3,464,834","3,175,082","2,863,755","3,205,976","3,441,805","2,243,835","2,479,568","2,343,905","2,179,266","2,570,828","2,447,757","2,191,462","2,026,782","1,659,780","1,908,206","1,628,408","1,632,174","1,299,789","1,176,032","1,078,460","1,567,359","1,721,670","1,491,889","1,696,198","1,543,894","1,318,284","1,579,999","1,420,338","1,651,799","1,272,531","1,238,644","1,313,921","1,611,215","1,597,972","1,614,044","1,680,543","1,509,406","1,571,728","1,693,434","1,309,710","1,720,482","1,320,020","1,467,071","1,874,764","1,464,744","1,467,612","1,763,945","1,744,863","1,779,045","1,980,274","1,783,358","1,764,617","1,838,923","1,691,018","1,459,973","2,203,580","1,907,087","1,881,017","2,513,228","1,934,300","1,995,493","1,811,240","1,709,285","1,697,942","2,128,112","1,551,233","1,607,685r","1,729,115","1,824,399","2,154,743","1,961,032","1,799,739","1,975,365","1,825,318","1,789,841","1,746,602","1,786,556","1,599,729","1,631,452","1,867,846","1,545,828","1,993,640","1,943,445","1,964,757","2,093,639","1,662,497","1,870,621","1,668,092","1,892,325","1,577,409","1,628,581","1,665,807","1,877,481","2,068,125","1,920,469","2,134,653","1,936,411","1,880,603","1,928,384r","1,622,399","1,962,962","1,601,259r","1,425,039","1,636,017","1,646,001","1,872,175","1,984,803","2,073,018","1,770,111","1,904,652","1,771,918","1,550,970","1,889,531","1,362,177","1,413,596","1,654,393","1,695,852","1,767,155","2,082,119","2,036,715","1,825,219","1,858,106","1,696,300","1,687,443","1,827,439","1,549,799r","1,460,571r","1,758,898r","1,637,720","2,033,995","2,033,050","1,837,192","2,051,238","1,867,634r","1,653,817r","1,871,499","1,997,700","1,228,109","1,376,929","1,592,091","1,485,600","2,054,875","1,796,520","1,787,128","2,033,892","1,752,771","1,763,759","1,624,214","1,932,982","1,325,425A","1,383,982A","1,667,976A,r","1,568,080A","2,002,748A","1,785,998A","1,802,864A","1,999,349A","1,502,671A","1,712,575A","1,690,928A","1,645,486A","1,277,868A","1,271,357A,r","1,448,170A,r","1,543,485A","1,768,670A,r","1,607,691A,r","1,699,265A","1,735,092A","1,494,682A","1,590,038A","1,779,303A","1,366,580A","1,287,983A","1,380,956A","1,769,508A","1,309,294A","1,576,457A,r","1,821,939A","1,782,229A","1,838,825A","1,541,495A","1,527,933A","1,418,870A","1,808,851A","1,295,528A","1,233,460A","1,476,132A","1,441,452A","1,275,407A","1,670,596A","1,324,338A","1,456,605A","1,356,947A","1,284,271A","1,409,781A","1,300,064A","1,088,536A","1,137,359A"
"Opening inventory","3,411,355","3,415,754","3,569,334","3,809,094","4,013,915","4,035,835","4,324,218","3,584,438","3,497,207","3,635,042","3,595,264","4,465,496","3,318,197","3,722,837","3,974,254","4,575,499","5,030,731","5,060,559","5,078,404","4,585,413","4,610,753","4,751,867","5,056,485","5,147,538","4,003,933","4,081,505","3,951,096","3,860,410","3,442,773","2,906,337","2,208,923","1,535,384","1,414,015","1,630,026","1,692,773","2,125,874","1,544,275","1,582,501","1,699,832","1,711,171","1,664,292","1,870,710","2,101,503","1,609,126","1,625,418","1,693,406","1,654,554","2,008,630","1,519,227","1,733,269","1,812,677","1,937,811","2,000,555","2,286,667","2,355,633","1,905,900","1,788,002","2,066,968","2,141,471","2,468,104","1,791,114","2,044,644","1,976,238","1,712,794","1,924,711","2,181,773","2,311,914","1,731,775","1,547,856","1,613,938","1,937,512","2,361,825","1,755,646","1,804,478","2,160,125","2,022,169","2,186,752","2,264,513","2,371,159","2,271,548","2,297,839","2,402,958","2,492,483","2,706,769","1,984,000","2,254,017","2,265,778","2,469,713","2,181,023","1,965,024","2,202,013","2,260,286","2,360,900","2,480,368","2,531,542","2,680,480","2,455,781","2,444,891","2,427,382","2,499,510","2,589,402","2,608,795","2,554,699","2,271,493","2,313,504","2,541,152","2,834,739","3,216,243","x","x","x","x","x","x","x","x","x","x","xr","x","x","xr","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","xr","xr","x","x","x","x","x","x","xr","x","x","x","x","x","x","x","2,428,330A","2,532,735A,r","2,656,258A","2,729,107A","x","2,313,523A","x","2,052,182A","x","2,247,421A","x","2,104,486A","x","2,873,923A","xr","3,427,740A,r","xr","3,301,893A,r","x","2,744,401A","x","3,052,711A","x","2,671,938A","x","2,545,440B","x","2,366,226A","x","2,011,793A","x","1,694,092A","x","1,883,933A","x","1,755,246A","x","2,465,326A","x","2,963,870A","x","3,234,687A","x","2,504,934A","x","2,533,729A","x","2,404,113A","x"
"Closing inventory","3,415,754","3,569,334","3,808,825","4,013,915","4,035,835","4,324,218","3,584,438","3,497,206","3,635,042","3,595,264","4,465,496","3,318,167","3,722,837","3,974,254","4,575,499","5,030,731","5,060,559","5,078,404","4,585,413","4,612,529","4,751,867","5,056,485","5,147,538","4,003,933","4,081,505","3,951,096","3,860,410","3,442,773","2,906,337","2,208,923","1,535,384","1,414,015","1,630,026","1,692,773","2,125,874","1,544,275","1,582,501","1,699,833","1,711,171","1,664,292","1,870,710","2,101,503","1,609,126","1,625,418","1,693,406","1,654,554","2,008,630","1,519,227","1,733,269","1,812,677","1,937,811","2,000,555","2,286,667","2,355,633","1,905,900","1,788,002","2,066,968","2,141,471","2,468,104","1,791,114","2,044,644","1,976,238","1,712,794","1,924,711","2,181,773","2,311,914","1,731,775","1,547,856","1,613,938","1,937,512","2,361,825","1,755,646","1,804,478","2,160,125","2,022,169","2,186,752","2,264,513","2,371,159","2,271,548","2,297,839","2,402,958","2,492,483","2,706,769","1,984,000","2,254,017","2,265,778r","2,469,713","2,181,023","1,965,024","2,202,013","2,260,286","2,360,900","2,480,368","2,531,542","2,680,480","2,455,781","2,444,891","2,427,382","2,499,510","2,589,402","2,608,795","2,554,699","2,271,493","2,313,504","2,541,152","2,834,739","3,216,243","x","x","x","x","x","x","x","x","x","x","xr","x","x","xr","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","xr","x","x","x","xr","xr","x","x","x","x","x","x","xr","x","x","x","x","x","x","x","2,428,330A","2,532,735A","2,656,258A,r","2,729,107A","x","2,313,523A","x","2,052,182A","x","2,247,421A","x","2,104,486A","x","2,873,923A","xr","3,427,740B,r","xr","3,301,893B,r","xr","2,744,401A","x","3,052,711A","x","2,671,938A","x","2,545,440A","xA","2,366,226A","xr","2,011,793A","x","1,694,092A","x","1,883,933B","x","1,755,246A","x","2,465,326A","x","2,963,870A","x","3,234,687A","x","2,504,934A","x","2,533,729A","x","2,404,113A","x","2,490,811A"

Symbol legend:
r, revised
x, suppressed to meet the confidentiality requirements of the Statistics Act
A, data quality: excellent
B, data quality: very good






Footnotes:
1,"For data on reference years prior to 2004, please see CANSIM table 303-0007."
2,"Cigarettes which contain tobacco including both regular and king sized, as well as filtered and plain varieties."



"How to cite: Statistics Canada. Table 16-10-0044-01  Tobacco, sales and inventories, monthly production (x 1,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1610004401